
;アイテムID0は開けておく
;350～,薬品,,
;350～,一般用,,
;ITEMPRICEで引っ張るのは研究所での霊力価格
350,母乳分泌促进药,10000,
351,魔力母乳分泌促进药,1000,
	;352,育乳促进药,5000,
	;353,浓厚母乳促进药,10000,
	;354,乳罐促进药,10000,
	;355,母乳生成促进药,5000,

;360～,即効性：＜高度薬学台＞まで調剤不可,,
360,母乳体质化药,100000,
361,魔力母乳体质化药,10000,
362,膨乳药,50000,
363,母乳浓厚化药,50000,
364,渗透媚药,100000,
365,超乳药,500000,
366,感受器敏感化药,500000,
367,多器官活性药,500000,


		;370～,天界種族用：調剤可能,,
		;一般用と同じくらいにして+魔力必要にする
		;作るのしんどくなってしまいあとでorそのままボツ
		;370,[天界]母乳分泌促進薬,10000,
		;371,[天界]魔力母乳分泌促進薬,1000,
		;372,[天界]育乳促進薬,5000,
		;373,[天界]濃厚母乳促進薬,10000,
		;374,[天界]ミルクタンク促進薬,10000,
		;375,[天界]母乳生成促進薬,50000,

		;380～,天界種族用：調剤不可,,
		;380,[天界]母乳体質化薬,100000,
		;381,[天界]魔力母乳体質化薬,10000,
		;382,[天界]膨乳薬,50000,
		;383,[天界]母乳濃厚化薬,50000,
		;384,[天界]浸透媚薬,100000,
		;385,[天界]超乳薬,500000,
		;386,[天界]受容器鋭敏化薬,500000,
		;387,[天界]多臓器活性薬,500000,

;400～,お茶菓子,,
;450～,プレゼント,,



;500～,調教設備：成人商店,,
500,震动棒,2000,
501,肛用震动棒,5000,
502,乳头跳蛋,2000,
503,阴蒂跳蛋,1000,
504,乳头吸引器,8000,
505,阴蒂吸引器,5000,
506,眼罩,8000,
507,口枷,5000,
508,口塞球,10000,
509,ＳＭ用麻绳,20000,
510,强制开口器,20000,
511,肛塞,4000,
512,尿道塞,6000,
513,皮鞭,12000,
514,乳头夹,15000,
515,阴蒂夹,15000,
516,肛门拉珠,12000,
517,节律计时器,30000,
518,高精度计时器,120000,

530,备用震动棒,2000,		;奴隷同士の調教に使う用
531,备用肛用震动棒,5000,
532,备用阴蒂跳蛋,1000,

;550～,調教設備：家具,,
;550,拘束绳,0,			;最初から持っている
551,手铐,30000,
552,吊索链,50000,
553,调教用搾乳台,50000,
554,十字架拘束台,100000,
555,Ｘ字拘束台,100000,
556,拘束床,200000,
557,吊索＋束缚带,300000,
558,壁乳拘束台,300000,
559,三角木马,100000,



;600～,魔術,,
;600～,一般魔術：死灵之书,,
;魔術SPでの習得にしたので桁下げた→1000MPで1SPくらい
600,个人用传送门,20,
601,传送,100,
602,搾乳能量吸收,30,
603,浓厚乳汁吸取,30,
604,魔力注入,200,
605,简易催眠,200,
	;606,母乳分泌催眠,1000,

	;620,初级攻击魔法,5,
	;621,中级攻击魔法,25,
	;622,上级攻击魔法,100,
	;623,超越攻击魔法,800,
	
	;630～,レベルアップ可能,,
630,能量吸取效率,10,
631,魔力吸收效率,10,



;650～,触手魔法：触手生物生态图鉴,,
;650～,コマンド解放,,
;MP100使用→1SP
;触手変化は全ての前提ということで1
650,触手变化,1,

651,刷子触手,3,
652,阴茎触手,5,
653,吸引触手,3,
654,揉捏触手,5
655,前端分裂触手,5
656,半透明触手,5
657,口型触手,5
658,注入触手,10,
659,极细触手,20

660,魔力注入触手,50,
661,吸引搾乳触手,10,
662,包乳花瓣搾乳触手,100,
663,透明杯状搾乳触手,50,
664,榨乳蠕虫触手,50,
665,耳奸触手,50,
666,乳腺侵入触手,100

;670～,肉体改造,,
670,媚毒生成,30
671,母乳体质化精华,500,
672,魔力母乳体质化精华,300,
673,膨乳改造精华,300,
674,淫乳改造精华,1000,
675,母乳浓厚化精华,800,
676,增敏粘液,5000,

;680～,機能解放,,
680,触手射精,300,
681,触手受胎,1000,
682,媚药粘液,200,
683,触手装备作成,100
684,触手分泌液增量,50

	;700～,淫紋・性魔術：魅魔分发的薄本,,
	;700～,一般淫紋,,
700,淫纹赋予,1000,
	;701,阴道高潮淫纹,200,
	;702,肛门高潮淫纹,200,
	;703,胸部高潮淫纹,200,
	;704,阴蒂高潮淫纹,200,
	;705,乳头高潮淫纹,200,
	;706,欲望解放淫纹,200,
	;707,受虐母畜淫纹,200,
	;708,精液便女淫紋,200,
	;709,レズペット淫紋,200,

	;730～,禁断SP解放後,,
	;730,孕み袋淫紋,2000,
	;731,絶頂体力回復淫紋,3000000,
732,绝顶魔力回复淫纹,5000,
739,痛苦快乐变换,1000,
740,阴茎变化,1000,

;750～,禁忌魔法：阿尔・阿吉夫,,
;アル・アジフを読みに行ってSP入手→100万MPで1SP

	;750,天界生物特効エキス,10,
751,时间压缩,30,
752,灵力注入,10,
753,洗脑,50,
754,体内凌辱,100,
; 阿尔・阿吉系：对奴隶施加「绝顶育成」10 日内…（见 MAGIC_绝顶育成 / COM583）
; 习得体价：成人店第3页＜禁忌魔导＞100 万 G（非禁断AP 列表；魔術習得_リスト表示COMMON 已排除本项）
755,绝顶育成,1000000,
	;756,細胞分裂,200,
	;756,媚薬壺生成,300,

	;770,魔王级战斗技能,10,
	;771,灾厄级战斗魔法,50,
	
	;780～,LvUP可能,,
780,体内容量増加,100,
	;781,媚薬壺生成数増加,500,


	;790～,世界がヤバい,,
790,时间压缩永久化,500,
	;791,世界破坏级魔法,3000,
	;792,次元門解放,10000,



	;800～,調教SP取得アビリティ：だいたいLvUPあり,,
	;800～,一般,,
800,污臭无视,30,
801,拘束技术,50,
802,调教时间増加,50,
	;803,擅长依赖,30,
	;804,危险日感知,100,
805,异种族怀孕,5000,

	;820～,欧派,,
	;820,乳房刺激技巧,50,
821,丰饶,100,
822,浓厚母乳按摩,100,
823,乳罐按摩,100,

	;840～,小鸡鸡,,
	;840,阴茎尺寸增加,200,
	;841,阴茎尺寸减少,100,
	;842,阴茎硬度増加,200,
	;843,精力增加,100,
	;844,闪耀的阳具,1000,
	;845,发光阴茎,1000,
	;846,浓厚精液,500,
	;847,早泄,500,
	;848,迟泄,500,
849,绝伦,10000,
	;850,百合手折,500,
	;851,兽欲,500,
852,扶她阴茎,1000



;900～,搾乳器,,
	;900,搾乳カップ,5000,
901,家畜用搾乳器,10000,
	;902,魔动吸引搾乳器,20000,
903,魔动快感搾乳器,50000,
904,触手快感搾乳器,100000,
	;905,絶頂快楽搾乳器,200000,



;1000～,衣服,,
;1000～,セット商品,,
;セットに含まれるもの全部の値段-10%で購入する→内部で計算
1000,工作服套装,1,
1001,背带裤套装,1,
1002,巫女服套装,1,
1003,修女服装套装,1,
1004,乳牛服装套装,1,
1005,微型比基尼乳牛服装套装,1,
1006,开孔奶牛服装套装,1,
1007,女仆服套装,1,
1008,授乳女仆服装套装,1,
1009,兔女郎装套装,1,
1010,反向兔女郎套装,1,
1011,礼服套装,1,
1012,夏季连衣裙套装,1,
1013,哥特萝莉时尚套装,1,

;1050～,鎧・レプリカ,,
1050,皮铠,0,
1051,轻铠,0,
1052,重铠,0,
1053,甲胄,0,

;1100～,魔界一般衣服,,
;～1109,初期購入可能,,
1100,工作服,5000,
1101,布衣,5000,
1102,连体背带裤,5000,
1103,白衣,10000,
1104,围裙装,5000,
1105,连衣裙,10000,
1106,睡裙,7000,

;1110～,拡張後購入可能,,
1110,女仆装,20000,
1111,男仆围裙,5000,

;1150～,ランジェリー,,
;～1159,初期,,
1150,胸罩,3000,
1151,裹胸布,3000,
1152,内裤,3000,
1153,内裤,5000,
1154,男式内裤,3000,

;1160～,拡張後,,
1160,前钩胸罩,3000,
1161,授乳开口胸罩,5000,
1162,紧身胸衣,10000,
1163,细带胸罩,5000,
1164,细带内裤,5000,
1165,比基尼,10000,

;1200～,饰品,,
;～1209,初期,,
1200,眼镜,20000,
1201,伊达眼镜,5000,
1202,发箍,2000,
1203,丝带,2000,
1204,项圈,5000,
1205,眼罩,3000,
1206,手套,3000,
1207,袜子,3000,

;1210～,拡張後,,
1210,斗篷,8000,
1211,披肩,8000,
1212,修女面纱,10000,
1213,皇冠,30000,
1214,女仆发箍,5000,
1215,高筒袜,3000,
1216,及膝高筒袜,3000,
1217,过膝高筒袜,3000,
1218,渔网裤袜,5000,
1219,长手套,3000,
1220,魔法师帽,10000,
1221,草帽,2000,
1222,月桂冠,30000,

;1300～,乳牛衣装,,
;ここからは拡張なし
1300,乳牛比基尼,5000,
1301,乳牛微型比基尼,10000,
1302,牛柄洞口比基尼,30000,
1303,乳牛高筒袜,5000,
1304,乳牛长手套,5000,
1305,乳牛耳饰,5000,
1306,牛铃,10000,
1307,奶牛女仆发箍,10000,
1308,牛纹弹弓比基尼,20000

;1350～,アダルトランジェリー,,
1350,乳头露出胸罩,10000,
1351,乳贴,1000,
1352,乳头牌,2000,
1353,眼罩胸罩,10000,
1354,局部露出内裤,10000,
1355,私处贴纸,1000,
1356,胯部牌,2000,
1357,微型比基尼,10000,
1358,吊袜带,10000,
1359,绳,2000,

;1400～,アダルト衣服,,
1400,奴隶的破布,1000,
1401,舞女的服装,30000,
1402,反向兔女郎装,20000,
1403,淫乱巫女服,50000,
1404,淫乱修女服,50000,
1405,淫乱女仆装,50000,
1406,淫乱旗袍,50000,
1407,淫乱礼服,50000,

;1450～,地上衣服・レプリカ,,
;～1489,レプリカ購入可能,,
1450,旅人之服,10000,
1451,长袍,10000,
1452,贵族服,80000,
1453,女巫服,30000,
1454,修道服,30000,
1455,法衣,50000,
1456,忍装束,50000,
1457,战斗用女巫服,50000,
1458,战斗修女服,50000,
1459,战斗女仆装,50000,
1460,比基尼盔甲,50000,
1461,外套,20000,
1462,魔法学院制服,50000,
1463,礼服,100000,
1464,战斗礼服,100000,

;1490～,レプリカ購入困難,,
1490,天界长袍,300000,

;1500～,异世界衣服,,
1500,运动短裤套装,5000,
1501,衬衫和牛仔裤,10000,
1502,衬衫和裙子,10000,
1503,罩衣,10000,
1504,囚衣,5000,
1505,哥特萝莉装,50000,
1506,阿尔卑斯少女连衣裙,50000,
1507,护士服,20000,
1508,兔女郎装,30000,
1509,水手服,10000,
1510,旗袍,30000,
1511,越南长袄,30000,
1512,和服,80000,
1513,西装外套制服,30000,
1514,军服,100000,
1515,骑士服,80000,
1516,连帽衫,7000,
1517,开襟毛衣,7000,

;1600～,異世界ランジェリー・アクセサリー,,
1600,猫娘胸罩,5000,
1601,运动胸罩,5000,
1602,条纹内裤,5000,
1603,丁字裤,5000,
1604,Ｃ字裤,10000,
1605,吊带衫,10000,
1606,连体紧身衣,20000,
1607,弹弓比基尼,20000,
1608,学校游泳衣,5000,
1609,兔耳饰品,5000,
1610,猫耳发箍,10000

;1800～,特殊
1800,触手服装,100000,

