
330,宠物喂食负责人ID・TALENT／月,
340,清洁当番基准／月,
350,清洁担当ID・ABL／月,
360,侍从任命基准／月,
370,侍从ID・ABL・好感度／月,



;400～,保存ID・日数,
;400～,前回表示キャラID,
400,上次显示角色ID／奶农,
401,上次显示角色ID／事务,
402,上次显示角色ID／调剂,
403,上次显示角色ID／搾乳,
404,上次显示角色ID／抽出,
405,上次显示角色ID／体内凌辱,
406,上次显示角色ID／大浴场清洁,
407,上次显示角色ID／触手刺激搾乳,

	;420～,前回担当キャラID,
	;420,前回担当キャラID／食事当番,
	;421,前回担当キャラID／ペットごはん,
	;422,前回担当キャラID／風呂掃除,
	;423,前回担当キャラID／侍従,

;440～,傭兵バイト標的ID,
440,佣兵兼职目标ID／哥布林,
441,佣兵兼职目标ID／新秀,
442,佣兵兼职目标ID／老手,
443,佣兵兼职目标ID／鬼人,

;450～,バイトに戦闘以外させる時使うかもしれない,

;460～,奴隷候補未発見日数,
460,奴隶候选未发现天数／魔界水晶,
461,奴隶候选未发现天数／魔界植物,
462,奴隶候选未发现天数／名声,
463,奴隶候选未发现天数／夺回,
464,奴隶候选未发现天数／传送门事故,
465,奴隶候选未发现天数／侵略,
466,奴隶候选未发现天数／附有结界,
467,奴隶候补未发现天数／拍卖所,
468,奴隶候选未发现天数／上位种族,
469,奴隶候选未发现天数／天界种族,



;500～,牛舎管理,
500,第1牛舍扩建阶段,
501,第1牛舍日程,
502,第1牛舍家畜头数,
503,第一牛舍日程表示,
	;504,第1牛舍结算显示,
505,第1牛舍使用的刑具,
506,第1牛舍隐藏,

;+10で第2牛舎…として590→第10牛舎増築段階



;600～,ペット管理,
;600～,性別,
600,性别／堕落天马,
601,性别／双头犬,
602,性别／魔界仓鼠,

;620～,体型,
620,体型／堕落天马,
621,体型／双头犬,
622,体型／魔界仓鼠,

;640～,ごはん種類,
640,食物种类／堕落天马,
641,食物种类／双头犬,
642,食物种类／魔界仓鼠,

;660～,親愛度,
;あなた以外使わないのでここでOK
660,亲爱度／堕落天马,
661,亲爱度／双头犬,
662,亲爱度／魔界仓鼠,



;700～,魔界リソース,
;700～,纳税比率,
700,纳税比例／军事预算,
701,纳税比例／科学技术预算,
702,纳税比例／自治体预算,
703,纳税比例／奶农业预算,

;710～,納税額プール,
710,应纳税额／军事预算,
711,应纳税额／科学技术预算,
712,应纳税额／自治体预算,
713,应纳税额／奶农业预算,

;720～,魔界レベル,
720,魔界等级／军事,
721,魔界等级／科学技术,
722,魔界等级／冈地街,
723,魔界等级／奶农业,

;マージン
;740～,提携事業先奴隷数,
740,合作伙伴奴隶数量／人类搾乳牧场,



	;800～,成就,
	;800～,行動,
800,人类的牛奶出货
801,出货1万ml牛奶
802,【浓厚母乳】的出货

810,让兼职雇佣兵抓来奴隶
811,让除斯蕾以外的奴隶进入【屈服】状态
812,【调合知识】拥有的奴隶的屈服
813,清洁Lv5以上的奴隶的屈服
814,你和斯蕾之外，再迎接5名奴隶到牧场
815,奴隶3人变为【恋慕】
816,使奴隶变为【乳牛堕落】

820,通过直接饮用母乳将你的魔力提升至5000以上
821,魔术＜搾乳能量吸收＞获得
822,通过搾乳能量吸收将你的灵力提升至5000以上
823,用＜小型灵力抽取装置＞储存灵力
824,储存5万灵力
825,将魔力储存至＜家用魔力储存器＞的上限


830,将一天的收入提高到纳税标准以上

840,魔法＜传送＞习得
841,在【成人用品店】购买7件以上的调教道具


	;850～,不動産設備
850,＜奴隶寮＞的购买
851,＜牛舍＞的购买
852,购买＜系统化厨房＞
853,购买＜家庭浴池＞
854,＜大浴场＞的购买


	;900～,軍事Lvアンロック,
900,军事Lv1
901,军事Lv5＋你的魔力超过100万＋魔术＜个人用传送门＞＋资金50000（旅费）

	;910～,科学技術Lvアンロック,
910,科学技术Lv1
911,科学技术Lv3＋设施【魔王军研究所】已解锁＋

	;920～,オカチ街Lvアンロック,
920,冈地街Lv1
921,冈地街Lv2
922,冈地街Lv3
923,冈地街Lv4
924,冈地街Lv5
925,冈地街Lv6
926,冈地街Lv8

	;930～,酪農業Lvアンロック,
930,奶农业Lv1
931,奶农业Lv2
932,畜牧业Lv5＋魔术＜个人用传送门＞



;1000～,状態,
;1000～,一般,
1000,已外出,
1001,可配置的候选奴隶,
1002,奴隶候补设定变更票使用中,
1003,用餐人数,
1004,简易餐食人数,
1005,调合中药品ID,
1006,龙之珠发现率修正,
1007,龙召唤状态,
1008,结算金额加倍剩余天数,

	;1050～,魔界の住民との現時刻状態,
	;1050,時刻交流／ユジン,
	;1051,時刻交流／マノ,
	;1052,時刻交流／フドウ,
	;1053,時刻交流／ケンチ,
	;1054,時刻交流／タルト,
	;1055,時刻交流／あらし,
	;1056,時刻交流／シンミ,
	;1057,時刻交流／カグヤ,
	;1058,時刻交流／テラ,
	;1059,時刻交流／ゴロー,
	;1060,時刻交流／ショウ,
	;1061,時刻交流／シンシア,
	;1062,時刻交流／ぷにえ,
	;1063,時刻交流／ゴーズ,
	;1064,時刻交流／ウキョウ,



;1100～,一時的に保存する変数,
1100,工作ABL最大值,
1101,快速启动,
1102,１个限定物品,
	;1103,又强又新的比赛,
1104,区间魔力消费量,
1105,区间电池消耗量,
1106,序言跳过,
1107,使用贡献PT,
1108,淫乳奴隶存在,
1109,牛栏搾乳显示跳过,
1110,补正技巧值,
1111,体内凌辱携带魔力,
1112,可捕获同伴,
1113,特殊事件发生,
1114,体内凌辱暂时解除,
1115,正在化妆角色,
1116,角色化妆隐蔽有效,
	;1117,忽略身高下限,
1118,重新调整BIT,
1119,购物／开销记账,
1120,里程碑达成BIT



;2000～,GLOBAL連動フラグ,
;だいぶ余裕持たせておくようにした

;2000～,表示設定,
;2000～,一般,
2000,口上表示,
2001,沉沦口上化绝顶次数,
2002,玩笑表示,
2003,母乳单位,
2004,位数缩短显示形式,
2005,自动对齐行数,
2006,奴隶候选未拥有的强调显示形式,
2007,颜色编码／主界面强调选项,

;BIT制御フラグ,2050～,
2050,性经验显示BIT,
2051,参数上限到达后显示BIT,
2052,参数影响要素显示BIT,

;スケジュール実行時・調教時のみ影響フラグ,60～,
2060,电池消耗显示,
2061,日程全员详细显示,
2062,日程搾乳换行符,
2063,休息回复显示格式,
2064,心境改变时显示,
2065,搾乳触手挑逗,

;ステータス画面での影響フラグ,70～,
2070,角色名称栏宽度,
2071,％的小数点显示,
2072,身高小数点显示,
2073,选择画面显示形式／素质,
2074,选择画面显示形式／刻印,
2075,隶属时环绕显示形式,
2076,捕获・陷落日的显示形式,


;2100～,顔グラ,
2100,头像／显示,
2101,头像／尺寸,			;デフォルト1000
2102,头像／横轴调整,			;デフォルト5000
2103,头像／调教时图像替换,
2104,头像／指令时换行数,	;デフォルト5
2105,头像／指令时左对齐,

;2120～,ドット絵,
2120,像素画／显示,
2121,像素画／尺寸,					;デフォルト150
2122,像素画／横轴调整,				;デフォルト4500
2123,像素画／更换画面追加横轴调整,	;デフォルト1000
2124,像素画／不支持服装的替换形式,
2125,像素画／娇小适用上限数值,
2126,像素画／上半脱衣显示形式,
2127,像素画／头装备隐藏耳朵
2128,像素画／内衣半脱显示形式

;2140～,擬音,
2140,拟音表示,
2141,拟音显示颜色编码,



;2150～,スラング,
;2150～,スラング用フラグ,
2150,黑话／儿童标准上限身高数值,	;デフォルト小柄以下

;2160～,表示するスラングBIT,
2160,黑话标识／乳房,
2161,黑话标识／乳头,
2162,黑话标识／母乳,
2163,黑话标识／膣,
2164,黑话标识／肛门,
2165,黑话标识／尻,
2166,黑话标识／阴蒂,
2167,黑话标识／精液,
2168,黑话标识／阴茎,
2169,黑话标识／污垢添加,

;2170～,スラング接頭語BIT,
2170,黑话前缀／乳房,
2171,黑话前缀／乳头,
2172,黑话前缀／母乳,
2173,黑话前缀／膣,
2174,黑话前缀／肛门,
2175,黑话前缀／尻,
2176,黑话前缀／阴蒂,
2177,黑话前缀／精液,
2178,黑话前缀／阴茎,

;2180～,スラング特殊置換BIT,
2180,黑话替换／乳房,
2181,黑话替换／乳头,
2182,黑话替换／母乳,
2183,黑话替换／膣,
2184,黑话替换／肛门,
2185,黑话替换／尻,
2186,黑话替换／阴蒂,
2187,黑话替换／精液,
2188,黑话替换／阴茎,



;2300～,選択肢設定,
2300,工作休息体力,
2301,搾乳休息母乳量,
2302,晚餐菜单交给我,
2303,自动呼叫校正确认,

2370,插入确认BIT,
2371,肛门过滤BIT,
2372,调教后衣服没收BIT,
2373,捕获时选项BIT,
2374,房间分配自动更改BIT,

;2400～,調教開始時の脱衣・拘束選択肢,
2400,默认脱衣状态／抵抗,
2401,默认脱衣状态／无抵抗,
2402,默认拘束状态／抵抗,
2403,默认拘束状态／无抵抗,

;2410～,デフォルト射精箇所,
2410,射精位置／乳交,
2411,射精位置／纵乳交,
2412,射精位置／口交,
2413,射精位置／深喉,
2414,射精位置／Ｖ性交,
2415,射精位置／Ａ性交,

;2420～,個人設定デフォルト,
2420,加入奴隶默认／晚餐许可,
2421,加入奴隶默认／入浴许可,
2422,加入奴隶默认／能力有效个人BIT,



;2500～,システム設定,
2500,膨乳暂停胸围大小,
2501,丰饶上限胸围大小,
2502,由事件引起的日期经过,
2503,主人公的触手也是主人公,
2504,体内凌辱增加经验次数,
2505,减半／母乳浓度EXP增加值,
2506,跳过ON／OFF项目的详细信息并反转,
2507,晚餐入浴顺序,

2570,随机角色状态隐藏BIT,
2571,身高的游戏限制BIT,



;2600～,種族設定,
2600,候选比例／一般种族／人类,
2601,候选比例／一般种族／精灵,
2602,候选比例／一般种族／暗精灵,
2603,候选比例／一般种族／半精灵,
2604,候选比例／一般种族／半身人,
2605,候选比例／一般种族／翼人,
2606,候选比例／一般种族／犬耳族,
2607,候选比例／一般种族／猫耳族,
2608,候选比例／一般种族／兔耳族,
2609,候选比例／一般种族／狐耳族,
2610,候选比例／一般种族／狸耳族,
2611,候选比例／一般种族／牛角族,
2612,候选比例／一般种族／羊角族,
2613,候选比例／一般种族／鹿角族,

2620,候选比例／上位种族／仙人,
2621,候选比例／上位种族／龙人,
2622,候选比例／上位种族／妖狐,
2623,候选比例／上位种族／吸血鬼,
2624,候选比例／高级种族／半吸血鬼,

;女神を別枠に移すかも
2630,候选比例／天界种族／天使,
2631,候选比例／天界种族／天人,
2632,候选比例／天界种族／女神,

2640,候选比例／一般种族／总计,
2641,候选比例／上位种族／总计,
2642,候选比例／天界种族／总计,



;この下ゴッソリ変わると思う
2650,种族设定／人类,
2651,种族设定／精灵,
2652,种族设定／暗精灵,
2653,种族设定／半精灵,
2654,种族设定／半身人,
2655,种族设定／翼人,
2656,种族设定／犬耳族,
2657,种族设定／猫耳族,
2658,种族设定／兔耳族,
2659,种族设定／狐耳族,
2660,种族设定／狸耳族,
2661,种族设定／牛角族,
2662,种族设定／羊角族,
2663,种族设定／仙人,
2664,种族设定／龙人,
2665,种族设定／妖狐,
2666,种族设定／吸血鬼,
2667,种族设定／半吸血鬼,
2668,种族设定／天使,
2669,种族设定／天人,
2670,种族设定／女神,

2700,外观反映率／人类,
2701,外观反映率／精灵,
2702,外观反映率／暗精灵,
2703,外观反映率／半精灵,
2704,外观反映率／半身人,
2705,外观反映率／翼人,
2706,外观反映率／犬耳族,
2707,外观反映率／猫耳族,
2708,外观反映率／兔耳族,
2709,外观反映率／狐耳族,
2710,外观反映率／狸耳族,
2711,外观反映率／牛角族,
2712,外观反映率／羊角族,
2713,外观反映率／仙人,
2714,外观反映率／龙人,
2715,外观反映率／妖狐,
2716,外观反映率／吸血鬼,
2717,外观反映率／半吸血鬼,
2718,外观反映率／天使,
2719,外观反映率／天人,
2720,外观反映率／女神,

2730,体质反映率／人类,
2731,体质反映率／精灵,
2732,体质反映率／暗精灵,
2733,体质反映率／半精灵,
2734,体质反映率／半身人,
2735,体质反映率／翼人,
2736,体质反映率／犬耳族,
2737,体质反映率／猫耳族,
2738,体质反映率／兔耳族,
2739,体质反映率／狐耳族,
2740,体质反映率／狸耳族,
2741,体质反映率／牛角族,
2742,体质反映率／羊角族,
2743,体质反映率／仙人,
2744,体质反映率／龙人,
2745,体质反映率／妖狐,
2746,体质反映率／吸血鬼,
2747,体质反映率／半吸血鬼,
2748,体质反映率／天使,
2749,体质反映率／天人,
2750,体质反映率／女神,

2760,性格反映率／人类,
2761,性格反映率／精灵,
2762,性格反映率／暗精灵,
2763,性格反映率／半精灵,
2764,性格反映率／半身人,
2765,性格反映率／翼人,
2766,性格反映率／犬耳族,
2767,性格反映率／猫耳族,
2768,性格反映率／兔耳族,
2769,性格反映率／狐耳族,
2770,性格反映率／狸耳族,
2771,性格反映率／牛角族,
2772,性格反映率／羊角族,
2773,性格反映率／仙人,
2774,性格反映率／龙人,
2775,性格反映率／妖狐,
2776,性格反映率／吸血鬼,
2777,性格反映率／半吸血鬼,
2778,性格反映率／天使,
2779,性格反映率／天人,
2780,性格反映率／女神,



;3000～,奴隷候補設定,
3000,银色头发派,
3001,现实的发色率,
3002,随机名称替代,
3003,日本式职业的日本名率,
3004,日本式职业的黑色头发率,
3005,眼镜率,
3006,高挑时的外表年龄修正,

3050,非处女时再抽选次数／高身份,
3051,非处女时再抽选次数／上位种族,
3052,非处女时再抽选次数／天界种族,
3053,儿童对待时比例适用项目BIT,
3054,儿童待遇身高范围,

;3100～,候補割合,
3100,候选比例／身高／幼儿体型,
3101,候选比例／身高／儿童体型,
3102,候选比例／身高／矮小,
3103,候选比例／身高／娇小,
3104,候选比例／身高／标准,
3105,候选比例／身高／高挑,
3106,候选比例／身高／高大,
3109,候选比例／身高／合计,

;バストサイズ候補はデフォルトでは爆乳まで
3110,候选比例／胸围大小／绝壁,
3111,候选比例／胸围大小／贫乳,
3112,候选比例／胸围大小／普乳,
3113,候选比例／胸围大小／巨乳,
3114,候选比例／胸围大小／丰乳,
3115,候选比例／胸围大小／爆乳,
3116,候选比例／胸围大小／神乳,
3117,候选比例／胸围大小／魔乳,
3119,候选比例／胸围大小／合计,

3120,候选比例／体型／苗条,
3121,候选比例／体型／瘦弱,
3122,候选比例／体型／标准体型,
3123,候选比例／体型／性感,
3124,候选比例／体型／丰满,
3125,候选比例／身材／丰腴,
3126,候选比例／体型／丰满,
3127,候选比例／体型／肌肉质,
3129,候选比例／体型／合计,

3130,候选比例／性经验／纯洁,
3131,候选比例／性经验／生娘,
3132,候选比例／性经验／处女,
3133,候选比例／性经验／大概是处女,
3134,候选比例／性经验／非处女,
3135,候选比例／性经验／变态,
3136,候选比例／性经验／碧池,
3137,候选比例／性经验／肉便器,
3139,候选比例／性经验／合计,

3140,候选比例／阴毛／白虎,
3141,候选比例／阴毛／产毛,
3142,候选比例／阴毛／薄薄,
3143,候选比例／阴毛／标准,
3144,候选比例／阴毛／浓密,
3145,候选比例／阴毛／刚毛,
3146,候选比例／阴毛／密林,
3149,候选比例／阴毛／合计,

3150,候选比例／乳头颜色／粉红色,
3151,候选比例／乳头颜色／深粉色,
3152,候选比例／乳头颜色／亮粉色,
3153,候选比例／乳头颜色／樱桃粉,
3154,候选比例／乳头颜色／浅粉色,
3155,候选比例／乳头颜色／宝石红,
3156,候选比例／乳头颜色／栗棕色,
3157,候选比例／乳头颜色／棕色,
3159,候选比例／乳头颜色／总计,

3160,候选比例／肤色／白化,
3161,候选比例／肤色／美白,
3162,候选比例／肤色／白皙,
3163,候选比例／肤色／标准,
3164,候选比例／肤色／褐色,
3165,候选比例／肤色／小麦色,
3169,候选比例／肤色／合计,

;追加：褐色系肌色時の乳首色
3170,候选比例／乳头颜色／褐色肌／粉红色,
3171,候选比例／乳头颜色／褐色肌／深粉色,
3172,候选比例／乳头颜色／褐色肌／亮粉色,
3173,候选比例／乳头颜色／褐色肌／樱桃粉,
3174,候选比例／乳头颜色／褐色肌／浅粉色,
3175,候选比例／乳头颜色／褐色肌／宝石红,
3176,候选比例／乳头颜色／褐色肌／栗棕色,
3177,候选比例／乳头颜色／褐色肌／棕色,
3179,候选比例／乳头颜色／褐色肌／合计,


;子供扱い時候補割合
3200,儿童候选比例／胸围大小／绝壁,
3201,儿童候选比例／胸围大小／贫乳,
3202,儿童候选比例／胸围大小／普乳,
3203,儿童候选比例／胸围大小／巨乳,
3204,儿童候选比例／胸围大小／丰乳,
3205,儿童候选比例／胸围大小／爆乳,
3206,儿童候选比例／胸围大小／神乳,
3207,儿童候选比例／胸围大小／魔乳,
3209,儿童候选比例／胸围大小／合计,

3210,儿童候选比例／体型／纤细,
3211,儿童候选比例／体型／瘦弱,
3212,儿童候选比例／体型／标准体型,
3213,儿童候选比例／体型／性感,
3214,儿童候选比例／体型／丰满,
3215,儿童候选比例／体型／丰腴,
3216,儿童候选比例／体型／丰满,
3217,儿童候选比例／体型／肌肉质,
3219,儿童候选比例／体型／合计,

3220,儿童候选比例／性经验／纯洁,
3221,儿童候选比例／性经验／生娘,
3222,儿童候选比例／性经验／处女,
3223,儿童候选比例／性经验／大概是处女,
3224,儿童候选比例／性经验／非处女,
3225,儿童候选比例／性经验／变态,
3226,儿童候选比例／性经验／碧池,
3227,儿童候选比例／性经验／肉便器,
3229,儿童候选比例／性经验／合计,

3230,儿童候选比例／阴毛／白虎,
3231,儿童候选比例／阴毛／产毛,
3232,儿童候选比例／阴毛／薄薄,
3233,儿童候选比例／阴毛／标准,
3234,儿童候选比例／阴毛／浓密,
3235,儿童候选比例／阴毛／刚毛,
3236,儿童候选比例／阴毛／密林,
3239,儿童候选比例／阴毛／合计,



;3500～,難易度設定,
;3500～,カスタム設定,
3500,自定义／母乳出货价格,
3501,自定义／结算支出,
3502,自定义／事务经验值获取量,
3503,自定义／性EXP获得量,
3504,自定义／快感值,
3505,自定义／喷乳量,
3506,自定义／电池消耗量,
3507,自定义／魔力消耗量,
3508,自定义／战斗与伤害,
3509,自定义／战斗被伤害,


;3600～,イージーモード設定,
3600,奴隶候补全员先天母乳体质,
3601,母乳需要无限,
3602,在进入魔界的人类上堵车,
3603,贡献pt零消费,
3604,免除纳税,

3670,随机角色通用弱点部位BIT,
3671,次数限制解除BIT,
3672,轻松启动包BIT,


;3700～,ハードモード設定,
3700,仅允许随机角色,

;3720～,半減,
3720,减半／喷乳量,
3721,减半／母乳容量・生产力,
3722,减半／母乳出货价格,
3723,减半／业务EXP获得量,
3724,减半／性EXP获得量,
3725,减半／战斗与伤害,
3726,减半／快感值,



