
;7150～,魔法戦士系ジョブ
;7200～,遠近両用系ジョブ
;7250～,道具・支援戦闘系ジョブ
;7300～,非戦闘ジョブ
;7350～,王族ジョブ


	;7800～,マイルストーン達成時の報酬
;7800～,行動
;7900～,軍事Lvアンロック,
;7910～,科学技術Lvアンロック,
;7920～,オカチ街Lvアンロック,
;7930～,酪農業Lvアンロック,




	;8000～,FLAG呼び出し用その3？
;8000～,EXPのスケジュール実行回数の参照
;8050～,表示コマンドBIT
;8100～,ペットとのコミュニケーション
;8120～,オルトロスの接続詞
;8130～,デフォルト脱衣状態
;8200～,提携事業

	;8300～,嗜好TALENT
;8300～,動物,
;8320～,性別・身分・種族,
;8330～,業務ほか行動,
;8350～,味覚,

	;9000～,ヒント使用項目
;9000～,メインメニューボタン
;9030～,日程
;9060～,欧派母乳
;9100～,パラメータ
;9130～,精神力・状態
;9160～,Ｈステータス
;9200～,リソース

	;10000～,人名
;10000～,日本名
;11000～,イギリス名
;12000～,フランス名
;13000～,ドイツ名
;14000～,イタリア名
;15000～,ロシア名
;16000～,ファンタジー名

	;20000～,ペット名と毛並み
;20000～,堕天馬名前,
;20010～,堕天馬ネタ名,
;20100～,堕天馬毛並み,
;20150～,堕天馬模様,
;20200～,犬名前,
;20210～,犬ネタ名,
;20300～,犬毛並み,
;20350～,犬模様,
;20400～,ハムスター名前,
;20410～,ハムスターネタ名,
;20500～,ハムスター毛並み,
;20550～,ハムスター模様,


	;22000～,アビリティONOFFのBIT
;22000～,能力有效BIT
;22020～,能力有效个人BIT



;----------------------------------------------------------,
;0～,身長ランダム
0,标准
1,矮小
2,娇小
3,高挑
4,儿童体型

;コメントアウトを解除するとランダム候補に入るようになります
;身長は自由記述できないよ　ごめんね
;5,高大
;6,幼儿体型

;50～,体型ランダム
50,标准体型
51,性感
52,丰满
53,丰腴
54,瘦弱
55,苗条

;ここもコメントアウトを解除するとランダム候補に入るようになります
;体型・髪各種・瞳・おっぱい弾力はここに書くだけで大丈夫なはず
;他はERBにも書く必要があるような気がしたので追加したい場合相談してね
;56,纤细
;57,モヤシ
;58,肥満
;59,ガチムチ
;60,太り気味

;100～,肤色
100,标准
101,白皙
102,美白
103,白化
104,褐色
105,小麦色


;150～,目の色
150,黑
151,金
152,银
153,红
154,桃
155,蓝
156,绿
157,茶
158,紫
159,白
160,橙
161,空

;200～,发色
200,黑色头发
201,金色头发
202,栗色头发
203,红色头发
204,桃色头发
205,青色头发
206,绿色头发
207,银色头发
208,紫色头发
209,白色头发
210,橙色头发
211,天蓝色头发

;300～,头发特征
300,齐刘海
301,遮单眼
302,遮双眼
303,姬式
304,进气口发型
305,中分
306,露额头
307,直
308,自然
309,翻翘
310,波浪
311,空气刘海


;400～,髪質　髪特徴に統合

;500～,发型
;500～　基本,
500,长发
501,中长发
502,短发
503,单马尾
504,双马尾
505,侧双马尾
506,波波头短发
507,披肩双马尾
508,公主头
509,三股辫
;この10コくらいが基本としてちょうどよさげ,

510,及腰长发
511,麻花辫
512,低马尾
513,下双马尾
514,纵卷发
515,发髻
516,侧发髻
517,双环结发
518,蓬松刘海
519,齐颈短发
520,鱼骨辫
521,侧马尾
522,王冠编发
523,三马尾


;800～,瞳孔形状
800,星星瞳
801,心形瞳
802,十字瞳


;1000～,通常種族
1000,人类
1001,精灵
1002,半身人
1003,精灵
1004,半精灵
1005,暗精灵
1006,翼人
1007,犬耳族
1008,猫耳族
1009,兔耳族
1010,狐耳族
1011,狸耳族
1012,鹿角族
1013,牛角族
1014,羊角族
;馬耳？なんのこったよ（例のソシャゲの再現は推奨しないよという意味で入れてません）

;1200～,特殊種族（ジョブ・身分固定不可）
1200,仙人
1201,龙人
1202,天使
1203,天人
1204,妖怪
1205,妖狐
1206,吸血鬼
1207,半吸血鬼
;ヒトとヴァンパイアの混血,
1208,霍文克鲁斯
1209,女神

;1300～,貧乳以下のおっぱい弾力
1300,紧紧的
1301,弹弹的
1302,有弹性的

;1350～,並乳以上のおっぱい弾力
1350,紧紧的
1351,弹弹的
1352,有弹性的
1353,蓬松的
1354,柔软的
1355,柔软蓬松的
1356,软绵绵的
1357,轻飘飘的
1358,软乎乎的



;1500～,ペニス呼び方前半：キャラメイク時点で候補の分
1500,阴茎
1501,鸡鸡
1502,小鸡鸡
1503,鸡巴
1504,男根
1505,阴茎
1506,男性器
1507,男人的

;1550～,ペニス呼び方後半：堕ちた後に躾で候補に上がるまたはランダムでは出ないもの
1550,大鸡鸡
1551,大鸡鸡大人
1552,肉棒
1553,老二大人
1554,坚挺
1555,魔头
1556,（让人）怀孕的棒
1557,勃起大人

;1600～,膣呼び方前半
1600,小穴
1601,曼科
1602,膣穴
1603,膣内
1604,膣
1605,屄穴
1606,阴道
1607,女性器

;1650～,膣呼び方後半
1650,阴孔
1651,肉壶
1652,淫乱的小穴
1653,精液罐
1654,鸡巴套
1655,阴茎套

;1700～,アナル呼び名前半
1700,屁眼
1701,尻之穴
1702,尻穴
1703,肛门
1704,肛门
1705,后面的穴
1706,不洁之穴
1707,屁股
1708,屁股

;1750～,アナル呼び名後半
1750,屁股小穴

;1800～,第一人称
1800,私
1801,我
1802,妾身
1803,人家
1804,我
1805,我
1806,我
1807,俺
1808,我
1809,我
1810,裂纹
1811,鄙人

;1850～,陷落前第二人称
1850,主人公
1851,您
1852,你
1853,你
1854,您
1855,你
1856,你
1857,你
1858,你
1859,主公
1860,魔族
1861,魔鬼
1862,业主先生
1863,牧场主先生
1864,哥哥
1865,哥哥
1866,叔叔


;2000～,眼睛特征
2000,垂眼
2001,吊眼
2002,眯眯眼
2003,半眼



	;2100～,スラング外表記
;2100～,乳房
2100,欧派,
2101,乳房,
2102,胸,
2103,欧派,
2104,胸部,
2105,奶,
2106,胸围,
2107,奶子,
2108,乳果实,

;2150～,母乳
2150,母乳,
2151,母乳,
2152,牛奶,
2153,奶,
2154,欧派,
2155,欧派母乳,
2156,欧派牛奶,
2157,欧派精华,
2158,胸部果汁,
2159,乳汁,
2160,乳蜜,

;2200～,魔力母乳（魔力+）
2200,母乳,
2201,母乳,
2202,牛奶,
2203,奶,
2204,欧派,
2205,精华,
2206,果汁,
2207,乳汁,
2208,乳蜜,

;2250～,膣
2250,小穴,
2251,小穴,
2252,膣,
2253,膣穴,
2254,阴孔,
2255,女性器,
2256,下边的口,
2257,肉壶,
2258,阴道,
2259,阴户,
2260,曼科,
2261,阴部,

;2300～,肛门
2300,肛门,
2301,尻穴,
2302,后面的穴,
2303,菊门,
2304,肛门,
2305,屁股小穴,
2306,不洁之穴,

;2350～,阴茎
2350,阴茎,
2351,阳具,
2352,大鸡鸡,
2353,鸡鸡,
2354,小鸡鸡,
2355,阴茎,
2356,男性器,
2357,肉棒,
2358,鸡巴,
2359,阴茎,
2360,阴茎,
2361,阴茎,
2362,男根,

;2400～,阴蒂
2400,阴蒂,
2401,阴蒂,
2402,肉豆,
2403,豆子,
2404,肉芽,
2405,女芽,

;2450～,精液
2450,精液,
2451,精汁,
2452,白浊液,
2453,Sperm,
2454,种子,
2455,大鸡鸡牛奶,
2456,鸡巴牛奶,
2457,怀孕汁,
2458,雄性牛奶,
2459,雄性乳汁,
2460,怀孕牛奶,
2461,婴儿牛奶,



;3000～,性格
;口調ベースにしてそこから細かい素質をランダム付与がいいかな？

3000,强势
3001,弱势
3002,傲慢
3003,一本正经
3004,老实
3005,乐天
3006,不懂世故
3007,高尚
3008,清纯
3009,好色
3010,温厚
3011,無口
3012,大和抚子
3013,妹系
3014,天然
3015,人妻
3016,虔诚
3017,女仆
3018,愚忠
3019,仇恨
3020,知心
3021,温柔大姐姐
3022,闷骚小姐姐

;下は被りだったりいまいち思いつかないなどの保留
;3012,淡白
;3013,乐观
;3014,悲观
;3015,狂言回し
;3016,古風
;3017,高雅
;3018,坚强
;3019,気高い
;3020,冷静
;3021,剛気
;3022,幼稚
;3023,胆怯
;3024,冷漠
;3025,勇敢
;3026,高圧的


;3200～,身份
3200,教官
3201,贵族
3202,王族


;3300～,料理,
;3300～,メイン食材,
;牛肉は使わないことにしようかな,主に野菜、さかな,
3300,马凯多鸡,
3301,马凯多猪,
3302,三文鱼,
3303,乌贼,
3304,章鱼,
3305,鳕鱼,
3306,远东多线鱼,
3307,安康鱼,
3308,鲱鱼,
3309,黄尾鱼,
3310,鰤鱼,
3311,旗鱼,
3312,鰆鱼,
3313,鲣鱼,
3314,青花鱼,
3315,黄栌,
3316,秋刀鱼,
3317,竹荚鱼,
3318,沙丁鱼,
3319,鲽鱼,
3320,比目鱼,
3321,针鱼,
3322,山女鳟,
3323,西太公鱼,
3324,无备平鲉,
3325,鲈鱼,
3326,接吻,
3327,海鳗,
3328,魔爪,
3329,蟹,
3330,扇贝,
3331,虾,
3332,鳗鱼,
3333,鲷鱼,
3334,河豚,
3335,海胆,
3336,牡蛎,
3337,珠贝,
3338,蛤,
3339,蚬,
3340,番茄,
3341,毛豆,
3342,茄子,
3343,牛油果,
3344,蘑菇,
3345,竹笋,
3346,南瓜,
3347,玉米,
3348,土豆,
3349,山药,
3350,芋头,
3351,萨魔薯,
3352,栗子,
3353,曼德拉草,
3354,鲍鱼

;3400～,サブ食材,
3400,胡萝卜,
3401,萝卜,
3402,芜菁,
3403,白菜,
3404,卷心菜,
3405,大葱,
3406,洋葱,
3407,豆芽,
3408,韭菜,
3409,青椒,
3410,辣椒,
3411,小白菜,
3412,菠菜,
3413,芦笋,
3414,黄瓜,
3415,干瓢,
3416,紫菜,
3417,裙带菜,
3418,海草,
3419,豆腐,

;3450～,お高め食材のつもりだったけどそのままメインに入れた,
;,サブ50以上も使わないだろうし空けとく,

;3500～,通常料理レシピ,
;,ロースト、グリル、ポワレ、グラッセ、ムニエル　とかは固有のほうがいいっぽい,
3500,咖喱,
3501,汤,
3502,浓汤,
3503,炖菜,
3504,日式煮物,
3505,什锦米饭,
3506,糖醋,
3507,海鲜饭,
3508,煎,
3509,鸡蛋覆盖,
3510,炒饭,
3511,锅,
3512,钵,
3513,唐扬,
3514,炸肉饼,
3515,天妇罗,
3516,油炸,
3517,包烧,
3518,照烧,
3519,味增烧,
3520,盐焗,
3521,生姜烧,
3522,奶油煎,
3523,胡麻味噌炒め,
3524,盐胡椒炒,
3525,爆炒鸡肉,
3526,甜炒,
3527,耗油炒,
3528,黄油酱油炒,
3529,蒲烧

;3550～,母乳料理レシピ,
3550,母乳粥,
3551,牛奶汤,
3552,炖牛奶,
3553,杂烩,
3554,法式焗菜,
3555,焗饭,
3556,法式咸派,
3557,咖喱牛奶,
3558,培根蛋酱意大利面,
3559,烤奶酪风格,
3560,调味饭,
3561,格鲁吉亚炖鸡,
3562,奶油炖菜,
3563,奶油煮,
3564,奶油意大利面,
3565,奶油馅饼,



	;3800～,FLAGの呼び出し
;3800～,纳税
3800,军事预算
3801,科学技术预算
3802,自治体预算
3803,农业预算

;3810～,魔界全体のレベル
3810,军事
3811,科学技术
3812,冈地街
3813,奶农业

;3820～,傭兵アルバイト
3820,妖精军团
3821,新兵雇佣兵
3822,老手雇佣兵
3823,鬼人雇佣兵

;3830～,割合設定
3830,胸围大小
3831,体型
3832,性经验
3833,阴毛

;3840～,倍率コンフィグ
3840,母乳出货价格,
3841,结算支出,
3842,事务EXP获得量,
3843,性EXP获得量,
3844,快感值,
3845,喷乳量,
3846,电池消费量,
3847,魔力消耗量,
3848,战斗给予伤害,
3849,战斗承受伤害,


;3900～,曜日
3900,月
3901,火
3902,水
3903,树
3904,金
3905,土
3906,天

;3910～,時間帯
3910,朝
3911,昼
3912,夕
3913,夜

;3920～,感度・感覚用部位
3920,Ａ
3921,Ｂ
3922,Ｃ
3923,Ｖ
3924,Ｎ
3925,Ｍ

;3930～,拘束
3930,站立柱
3931,坐立柱
3932,打桩机
3933,搾乳台
3934,吊索
3935,十字架
3936,Ｘ字
3937,手铐屈脚
3938,束缚带
3939,床上仰卧
3940,床上俯卧
3941,麻绳
3942,龟甲缚
3943,触手
3944,壁乳
3945,三角木马

;3950～,おっぱい優先の感度・感覚用部位
3950,Ｂ
3951,Ｎ
3952,Ｃ
3953,Ｖ
3954,Ａ
3955,Ｍ

;3960～,日程
3960,自由,
3961,奶农,
3962,事务,
3963,调剂,
3964,大浴场清洁,
3965,训练,
3966,调教／对象A,
3967,调教／对象B,
3968,调教／对象C,
3969,搾乳,
3970,抽出,
3971,图书馆


	;4000～,职业
;4000～,通常職またはジョブ
;4000～,魔界水晶狙い＝金目当ての場合,
;上級職はないよ　わざわざこんなハイリスクな金策せんやろ,
4000,旅客
4001,剑客
4002,战士
4003,骑士
4004,弓箭手
4005,角斗士
4006,猎人
4007,火枪兵
4008,牧师
4009,盗贼

;4100～,魔界植物目当て,
;ここも上級職なし　魔女は通常ジョブに格下げでよくない,
4100,白魔法师
4101,黑魔法师
4102,咒术师
4103,女巫
4104,死灵术士
4105,药师
4106,炼金术师

;4200～,手柄目当て,
;上級職なし　バカ,
4200,士兵
4201,冒险家
4202,武斗家
4203,狙击手
4204,魔法战士
4205,黑暗骑士
4206,重装兵
4207,勇者（自称）

;4300～,人質奪還,
;上級職なし　ミイラ取りがミイラになるやつ,
4300,刺客
4301,女忍者
4302,武士
4303,战斗修女
4304,战斗女仆
4305,退魔巫女
4306,魔法少女
4307,阴阳师
4308,圣骑士

;4400～,ゲート事故,
;戦闘力なし　かわいそうだね,
4400,女仆
4401,修女
4402,学者
4403,商人
4404,铁匠
4405,巫女
4406,厨师
4407,牧羊人
4408,放牛的

;4500～,ガチで攻め込んできた　軍隊か精鋭部隊動かしてる,
;上級職　魔王軍も苦戦するらしいよ,
4500,圣骑士
4501,主教
4502,女武神
4503,暗黑骑士
4504,贤者
4505,枢机主教
4506,时魔导士
4507,勇者
4508,武将
4509,大魔导师
4510,召唤师
4511,魔兽使
4512,战士
4513,圣母

;4600～,競売所に囚われた貴族
;フラグのほうで王族に変更する処理するので貴族の場合だけ
4600,牧师
4601,白魔法师
4602,黑魔法师
4603,圣骑士
4604,学者
4605,圣骑士
4606,主教
4607,枢机主教


;4700～,ランダム参照しないジョブ
4700,公主
4701,姫巫女
4702,姫骑士


;5000～,資料室で使う項目
;5000～,世界観
5000,魔界与地上
5001,天国
5002,魔王军队
5003,闸门
5004,灵力
5005,魔力
5006,马凯多地区
5007,冈地街
5008,魔界水晶
5009,魔界植物
5010,来夺回同伴的女性
5011,以声望为目的的女性
5012,入侵魔界的女性
5013,处女结界
	;5014,ニンゲンオークション
5015,死灵之书
5016,阿尔・阿吉夫
5017,魔族行会和兼职佣兵

5019,魔界农协
5020,魔界的印刷技术
5021,神奇的建筑技术
5022,魔界的生活基础・嗜好品
5023,魔界的法令
5024,魔界的恋爱・性爱
5025,国家
5026,魔王





;5100～,种族
5100,人类
5101,精灵
5102,半身人
5103,精灵
5104,半精灵
5105,暗精灵
5106,翼人
5107,犬耳族
5108,猫耳族
5109,兔耳族
5110,狐耳族
5111,狸耳族
	;5112,鹿角族
5113,牛角族
5114,羊角族

5120,仙人
5121,龙人
5122,天使
5123,天人
	;5124,妖怪
5125,妖狐
5126,吸血鬼
5127,半吸血鬼
	;5128,霍文克鲁斯
5129,女神

;5140,魔界人
;5141,魚人
;5142,悪魔族
;5143,妖精
;5144,鳥人
;5145,火吹き蜥蜴
;5146,鬼人
;5147,アルラウネ
;5148,サイクロプス
;5149,ハーピィ
;5150,サキュバス
;5151,キョンシー
;5152,ラミア
;5153,オーガ

5180,魔兽
5181,魔界乳牛
5182,魔鱼
5183,魔界装饰


;5200～,魔界の住民
5200,主人公（默认）
5201,斯蕾（默认）
5202,尤金
5203,玛诺
5204,戈罗
5205,基尔
5206,泰拉
5207,戈兹
5208,韦伯
5209,福多
5210,肯奇



	;5500～,身分・名前候補文面
;5500～,欧派
5500,欧派,
5501,母乳,
5502,牛奶,
5503,MILK,
5504,milk,
5505,母乳,
5506,搾乳,
5507,奶,
5508,浓厚,
5509,丰润,
5510,浓稠,
5511,特浓,
5512,极品,
5513,淫乳,
5514,胸,
5515,胸围,
5516,奶,
5517,奶子,
5518,乳交,
5519,乳牛,
5520,雌牛,
5521,荷斯坦奶牛,
5522,罐,
5523,榨乳机,
5524,家畜,
5525,榨取,
5526,授乳,

;5550～,ほか性器・性行為,
5550,自慰,
5551,小穴,
5552,膣穴,
5553,阴孔,
5554,肉壶,
5555,鸡巴套,
5556,阴茎套,
5557,阴茎,
5558,鸡鸡,
5559,鸡巴,
5560,男根,
5561,大鸡鸡,
5562,肛门,
5563,尻穴,
5564,肛门,
5565,屁股小穴,
5566,性交,
5567,口交,
5568,手淫,
5569,奉仕,
5570,奉仕,

;5600～,性奴隷、家畜、所有物,
5600,性,
5601,雌,
5602,肉,
5603,奴隶,
5604,淫乱,
5605,便女,
5606,便器,
5607,制造机,
5608,触手,
5609,苗床,
5610,孕袋,
5611,败北,
5612,女主角,
5613,麻麻,
5614,女仆,
5615,嫁,
5616,主人公,
5617,主人大人,
5618,魔族,
5619,业主,
5620,专用,
5621,号,
5622,番,
5623,你,


	;5650～,赋予新身份「加成词条」—装备身分铭牌且身份含词时加成（见 会いに行く_身份标签加成.ERB）
;5650～5664 调教15｜5665～5678 挤奶14｜5679～5687 劳作5＋空4｜5688～5695 休息8｜5696～5699 隶契4（隶属日常EP）
;5650～5664,调教（部位／玩法／痛苦羞辱等 SOURCE）
5650,肉便器,
5651,口便器,
5652,尻便器,
5653,阴蒂奴,
5654,小便女,
5655,触手苗床,
5656,喉便器,
5657,肉马桶,
5658,种母猪,
5659,鞭奴,
5660,缚奴,
5661,母狗,
5662,厕奴,
;5663 乳房快感／5664 膣・尻无套内射（逻辑见 ERB）
5663,奶袋子,
5664,鸡巴套子,
;5665～5678 挤奶：体质·处女｜浓度｜胸围（文案最多约5字）
5665,白板奶牛,
5666,魔灌奶壶,
5667,圣女鲜奶,
5668,圣女魔奶,
5669,浓稠奶浆,
5670,上品奶浆,
5671,润泽丰奶,
5672,特浓浓浆,
5673,顶配奶罐,
5674,平胸小豆丁,
5675,盈杯丰盈奶,
5676,爆乳大山峰,
5677,魔瓮巨乳娘,
5678,神乳擎天柱,
;5679～5683 劳作（奶农／事务／清洁／药学／料理）
5679,牧场挤奶娘,
5680,算盘账房隶,
5681,浴场扫厕隶,
5682,药锅捣炼隶,
5683,灶台掌勺隶,
5684,
5685,
5686,
5687,
;5688～5695,休息（回血／固本：体力回复乘算；其余：理性・精神・褪畜・灵力・气力等）
5688,回血,
5689,静心,
5690,安神,
5691,褪畜,
5692,充灵,
5693,沐息,
5694,澄心,
5695,固本,
;5696～5699,隶契（隶属状态下奴隶日程 EP 额外叠乘）
5696,隶印姬,
5697,契绊牌,
5698,誓印奴,
5699,缠契婢,


;5800～,风味牛奶
5800,咖啡牛奶
5801,草莓牛奶
5802,冬瓜牛奶
5803,香蕉牛奶
5804,芒果牛奶
5805,椰味牛奶
5806,柠檬牛奶
5807,巧克力牛奶
5808,水果牛奶
5809,抹茶牛奶
5810,豆乳
5811,奶茶


;5850～,牧场名
5850,魔界,
5851,烤饼,
5852,冈地街,
5853,马凯多,

5860,牧场,
5861,乳业,
5862,农场,
5863,奶农,
5864,奶农場,
5865,农场,





;6000～,汚れに使う
6000,母乳
6001,爱液
6002,肛门污垢
6003,唾液
6004,润滑液
6005,触手粘液
6006,精液
6007,阴茎污垢



;6100～,汎用口上の識別名　口上なしは個別にOFFできるので不要
;ここ無視して呼び出せるようになったので参考程度に
6100,生真面目1
6101,堅物1
6102,無口1
6103,強気1
6104,元気っ子1
6105,気品1
6106,姉御肌1
6107,非敬語幼め1
6108,男孩子气1
6109,慇懃1
6110,懦弱1
6111,大和抚子1
6112,妹系1
6113,天然1
6114,人妻1
6115,虔诚1
6116,女仆1
6117,愚忠1
6118,仇恨1
6119,知心1
6120,温柔大姐姐1
6121,闷骚小姐姐1

;動作確認用口上　ほんとに動作確認用なのでえっちも何もない
;この口上のみ候補全部表示する処理をする
6197,操作确认口上

;専用口上だけ参照したい場合　大変ではあるけど口調崩れは起こさないよ
6198,专属口上底座



;6300～,あなたの呼ばせ方　90より増えたら調整する
6300,主人大人
6301,老板
6302,业主
6303,老爷
6304,你
6305,亲爱的
6306,哥哥
6307,兄长大人
6308,大哥
6309,老二
6310,父亲
6311,爸爸
6312,主人
6313,主公
6314,老爷大人
6315,阁下
6316,兄上
6317,殿下
6318,阁下
6319,陛下




;6400～,CSV読み込みに使う出典作品名　牧場とオリジナル枠はともかく早い物勝ちだよ
;100キャラずつ枠に入れるので100以上になりそうな場合1,2と分けるのがいいかな
;魔界牧場は10くらいまでは使うかもだけど利便性のためにこうなる
6400,era魔界牧场
6401,原版
6402,少数版权框



;6500～,文字列に-=が使えなかったのでフラグ参照のランダム候補並べる
;6500～,身高
6500,幼儿体型
6501,儿童体型
6502,矮小
6503,娇小
6504,标准
6505,高挑
6506,高大

;6510～,种族
6510,人类
6511,精灵
6512,暗精灵
6513,半精灵
6514,半身人
6515,翼人
6516,犬耳族
6517,猫耳族
6518,兔耳族
6519,狐耳族
6520,狸耳族
6521,牛角族
6522,羊角族
6523,鹿角族

6530,仙人
6531,龙人
6532,妖狐
6533,吸血鬼
6534,半吸血鬼

6540,天使
6541,天人
6542,女神

;6550～,胸围大小
6550,绝壁
6551,贫乳
6552,普乳
6553,巨乳
6554,丰乳
6555,爆乳
6556,神乳
6557,魔乳
6558,超乳

;6560～,体型
6560,苗条,
6561,瘦弱,
6562,标准体型,
6563,性感,
6564,丰满,
6565,丰腴,
6566,丰满,
6567,肌肉质,

;6570～,乳头颜色
6570,粉红色
6571,深粉色
6572,亮粉色
6573,樱桃粉
6574,浅粉色
6575,宝石红

;6580～,肤色
6580,白化,
6581,美白,
6582,白皙,
6583,标准,
6584,褐色,
6585,小麦色,

;6590～,性经验
6590,纯洁
6591,生娘
6592,处女
6593,大概是处女
6594,非处女
6595,变态
6596,碧池
6597,肉便器

;6600～,種族単純並べ：種族特徴用
6600,人类
6601,精灵
6602,暗精灵
6603,半精灵
6604,半身人
6605,翼人
6606,犬耳族
6607,猫耳族
6608,兔耳族
6609,狐耳族
6610,狸耳族
6611,牛角族
6612,羊角族
6613,仙人
6614,龙人
6615,妖狐
6616,吸血鬼
6617,半吸血鬼
6618,天使
6619,天人
6620,女神

;6640～,スラング外表記用
6640,乳房
6641,母乳
6642,魔力母乳
6643,膣
6644,肛门
6645,阴茎
6646,阴茎触手
6647,阴蒂
6648,精液

;6650～,セーブデータ表示用
6650,保存数据注释,
6651,牧场名,
6652,难度,
6653,玩家等级,
6654,奴隶人数,
6655,经过日数,
6656,日期（季节表示）,
6657,游戏时间,
6658,版本,

;6660～,衣服
;6660：0が欠番
6661,衣服,
	;2,衣服下,
6663,内衣上装,
6664,内衣下装,
6665,铠,
6670,眼
6671,头
6672,腕
6673,腿
6674,颈,
6675,外套,



	;6700～,アイテム色柄変更用
;6700～,一般
6700,黑色
6701,白色
6702,红色
6703,青色
6704,黄色的
6705,粉红色的
6706,绿色
6707,紫色
6708,橙色的
6709,水色的
6710,米色的
6711,金色
6712,银色

;6720～,特殊
6720,漆黑的
6721,纯白的
6722,深红的
6723,青紫色的
6724,黄绿色的
6725,深紫色的
6726,琥珀色的

;6740～,柄
6740,花纹
6741,格子纹
6742,星纹
6743,心柄
6744,水珠
6745,条纹
6746,边框
6747,迷彩
6748,乳牛

;6760～,和服とかの柄
6760,方格花纹
6761,蔓草花纹
6762,格子纹
6763,麻叶花纹
6764,鲨纹
6765,菊菱
6766,花菱
6767,笼眼
6768,碎石
6769,青海波花纹

;6780～,乳贴
6780,哈特
6781,星形
6782,十字型
6783,钞票
6784,猫
6785,蝶泳
6786,心流苏
6787,星形流苏

;6800～,メガネ形状
6800,圆形
6801,方形
6802,单片
6803,底边
6804,椭圆形

;6820～,下着用
6820,黑色
6821,白色
6822,红色
6823,青色
6824,黄色
6825,桃色
6826,绿色
6827,紫色
6828,橙色
6829,浅蓝色
6830,深蓝色

;6850～,阴毛
6850,白虎,
6851,产毛,
6852,薄薄,
6853,标准,
6854,浓密,
6855,刚毛,
6856,密林,

;6860～,ハードモード設定用半減
6860,喷乳量,
6861,母乳容量・生产力,
6862,母乳出货价格,
6863,事务EXP获得量,
6864,性EXP获得量,
6865,战斗给予伤害,
6866,快感值,



;自由記述用ジョブ羅列
;7000～,近接物理系ジョブ
7000,剑客
7001,战士
7002,骑士
7003,剑客
7004,斗士
7005,骑士
7006,士兵
7007,角斗士
7008,重装兵
7009,士兵
7010,角斗士
7011,枪兵
7012,狂战士
