556,喜欢辛辣,
557,喜欢鱼,
558,喜欢肉,
559,喜欢蔬菜,



;600～,苦手方面のみある嗜好,
600,讨厌打针,
610,创伤／魔族,
611,创伤／触手,
612,创伤／哥布林,
613,创伤／兽人,
614,创伤／史莱姆,
615,创伤／蠕虫,



;650～,特殊素質：基本的にCSV読み込み用,
650,ＪＳ,		;当バリアントの登場人物は全員18歳以上のため、なんの略かはわかりません　母乳価格＋50％
651,ＪＣ,		;世界観的に学校ってのが年齢で分けられていないんですよ　母乳価格＋40％
652,ＪＫ,		;単に若々しいから人気なんだと思います、知らんけど　母乳価格＋30％
653,ＪＤ,		;大人と変わらんのでボーナスなんぞない
654,现代工具知识,	;我々の世界の現代道具＝パソコンなどの知識がある　使うかは知らない
655,现代科学知识,	;開発のレベル上げて蒸気機関発明とかをものすごい短縮できる（予定）

660,天生偶像,		;どんな世界に行ってもアイドルとして人気になれる天才
661,总受,				;レズ調教に積極的じゃなくてもなぜか責めたくなる
662,主人公特权,			;女神の加護により倒されてもやり直す力を持つが…？（実装予定）

663,足交爱好,			;足交指令与相关SOURCE小幅加成（扩展用）
664,尿道敏感,			;尿道塞／尿道责／放尿·玩弄塞具等 U 向 SOURCE 加成（扩展用）
665,鞭责爱好,			;皮鞭/打屁股等苦痛系 SOURCE 小幅加成
666,肛门嗜好,			;肛门玩弄与Ａ绝顶相关 SOURCE 加成
667,羞辱兴奋,			;饮尿、公开口交、自慰、放尿等羞辱系（不与皮鞭挂钩）
668,深喉嗜好,			;深喉／口奉仕で学习・奉仕经验・精饮经验増、Ｍ性交経験追加、SOURCE補正
669,榨乳嗜好,			;榨乳・搾乳器・搾乳触手系でＢ／搾乳系SOURCE・搾乳绝顶经验の成長補正




