
;100～199はキャラメイク完了時に0～99をバックアップする
414,正在改变发型,
415,母乳需求值



;TALENTから移動　上から優先して表示
;大部分をCSTR:陥落状態に移動した
;反抗以外は消さないので恋慕＝陥落といった具合
430,家畜,		;魔乳　どうやっても業務不可
431,乳牛,		;乳牛堕ち　こちらは業務可能
432,洗脑,		;洗脳コマンド使用中
433,崩坏,		;精神力0％　業務不可



;～499,一時的に保存,
450,当日战斗完毕,
451,执行前状态／体力,
452,运行前状态／EXP,
453,执行前状态／精神,
454,日程执行次数,
455,调教人数,
456,拍卖价格,
457,索敌值,
458,取消抽出判定完毕,
459,继续体内凌辱,
460,继续抽出,
461,攻击次数,
462,母乳出荷金额／当日,
463,浴池灌肠待调教,



;～599,キャラ別設定,
500,表示OFF／主要画面,
501,表示OFF／头像,
502,表示OFF／像素画,
503,表示OFF／种族表示,

510,像素画设定／背景OFF,
511,像素画设定／背后特征OFF,
512,像素画设定／背后高度调整,

520,自动日程／调教对象ID／Ａ
521,自动日程／调教对象ID／Ｂ
522,自动日程／调教对象ID／Ｃ

540,个人设置／调教开始自动处理／脱衣,
541,个人设置／开始调教自动处理／拘束,
542,个人设置／射精位置／乳交,
543,个人设置／射精位置／纵乳交,
544,个人设置／射精位置／口交,
545,个人设置／射精位置／深喉,
546,个人设置／射精位置／Ｖ性交,
547,个人设置／射精位置／Ａ性交,

550,晚餐许可,
551,入浴许可,
552,母乳料理／委托,
553,母乳料理／搾乳辅助,
554,收藏夹,
555,能力有效个人BIT,
556,日程／搾乳优先BIT



;～699,時刻制限,
600,行动完毕,
601,时刻限制／摸头,
602,时刻限制／接吻,
603,时刻限制／授乳,
604,时刻限制／用药,
605,时刻限制／Ｈ,
606,时刻限制／花草茶,
607,时刻限制／灵力注入,
608,时刻限制／和孩子一起玩,
609,时刻限制／侍奉口爆,
610,时刻限制／拜访揉胸轻,
611,时刻限制／拜访拥抱嗅闻,

650,当日制限／肉体改造药,
651,当日限制／肉体改造精华,
652,当日制限／营养饮料,
653,当天限用／花草茶,
	;654,当日制限／房间変更,

;----------------------------------------------------------------
; 900～, 魔界妊娠/托儿所（era-makai-ranch patch）
;----------------------------------------------------------------
900,魔界_妊娠S,
901,魔界_妊娠日,
902,魔界_产後日,
903,魔界_妊娠泌乳,
904,魔界_妊娠判明,
905,魔界_妊娠性事口上_初回済,
906,魔界_产後初调口上済,
907,魔界_流产后禁调,
908,魔界_手動断乳,

910,魔法_绝顶育成残日,

911,本场景包茎口交前戏已消费,	;调教/入浴/拜访本场景内首次包茎口交前戏播毕则1；场景入口清零
912,哥布林捕获_无轮奸,		;1=行会传讯条款「禁止轮奸」（待领取期间也不再跑日程轮奸；非现场下令）
913,哥布林捕获_保留处女,	;1=传讯条款：不阴道插入（不破身/不破处女结界；仍可有口・肛等）
914,哥布林捕获_避孕,		;1=传讯条款：避孕义务（轮奸后跳过魔界受孕判定）
915,哥布林捕获_结界破处失败,	;1=哥布林线：传讯批准破处但破界失败，改凌辱其他部位（领取时清零）
916,膀胱蓄尿,	;0～10000 排泄羞耻·膀胱条
917,膀胱忍耐_当前,
918,膀胱忍耐_基础,
919,排泄_事故冷却回合,	;尿/肠事故共用冷却递减
920,膀胱_当日饮水计数,
921,膀胱_腹压负担,	;与灌肠肠压联动 0～500
922,膀胱_漏尿累计,
923,排泄_上次失禁日,
924,排泄_短期耻辱档,	;事故后叠层，日结-1，镜子GETEXCRETION加权用；0～8
925,排泄_预留925,
926,排泄_羞耻调教余回合,	;排泄羞耻：肠忍不住等后叠层，准许排泄时清零
927,排泄_肠忍耐预算回合,	;本段调教内无肛塞时「能忍几回合」一次计算
928,排泄_肠已连续忍耐回合,
929,排泄_灌肠无肛塞忍耐中,	;调教中1=每回合LOSEBASE体力×1.10 等
930,排泄_肠内残液档位,	;0～3
931,排泄_灌肠液种类,	;0油 1母乳 2魔力母乳
932,排泄_本回合肠忍耐已推进,	;防重复+1
933,口便器适性,	;0～1000 榨乳口便器牧场养成
934,栓具习惯日,	;0～500 肛塞/尿道塞有耗时调教累计
935,绝顶服从练度,	;0～1000 与无绝顶调教回合挂钩
936,排尿许可模式,	;0 默认预留
937,口腔习惯练度,	;0～1000
938,绝顶寸止连续达成,	;调教结算无绝顶连击计数
939,生理周期日,	;0～27 与 FLAG5012 联动
940,牧场养成预留940,	;占位
941,标签_访客亲昵余日,	;拜访轻互动等叠层，日结-1，0=无效
942,标签_怕洗澡余日,	;创伤/羞辱向洗澡抵触，与洗澡事件池联动，日结-1
943,牧场养成预留943,


	;～799,あなたとの間の子供関連予定地,
	;700,子供出産日／1人目,
	;701,子供性別／1人目,
	;702,子供成長度合い／1人目,

	;～899,地上で面識があったキャラ関連予定地,
	;30枠用意,CSTRの＜400,面識ありキャラ／フルネーム1＞から連動してね
	;800,面識ありキャラ／ID1,


